川KEK317	2018-07-29 08:28:53	104.692647	29.544810	811.5	45	西	四川省内江市威远县[S207]距城北中学55米	ACC开
川KHM773	2018-07-29 09:50:30	104.424480	29.454004	3395.2	7	东北	四川省自贡市荣县[桂林街]距荣州宾馆（荣县）20米	ACC开
川KKZ813	2018-07-29 15:27:19	104.655939	29.503841	0.8	51	北	四川省内江市威远县[S207]距金四方果业公司167米	ACC开
川A12C6K	2018-7-15 07:35:45	103.992052	30.489190	8796.3	33	东南	四川省成都市双流县距公兴乡279米	ACC开
川A26LK5	2018-7-15 10:14:33	103.985389	30.492243	21045.9	74	东南	四川省成都市双流县	ACC开
川AP214Q	2018-7-15 08:23:44	105.846946	32.437246	57770.0	19	南	四川省广元市[G108]距广元市教育局69米	ACC开
川CRT203	2018-07-30 07:51:39	104.845707	28.126991	18585.8	11	北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:29:23	104.688378	29.544022	811.9	54	西南	四川省内江市威远县[S207]距永乐小学106米	ACC开
川KHM773	2018-07-29 09:51:30	104.424066	29.454780	3395.4	6	北	四川省自贡市荣县[桂林街]距小师弟发廊19米	ACC开
川KKZ813	2018-07-29 15:27:49	104.657155	29.508183	1.3	61	东北	四川省内江市威远县[杉树坳街南段]距至诚长远复合材料公司108米	ACC开
川A12C6K	2018-7-15 07:36:45	103.999852	30.486292	8797.2	73	东	四川省成都市双流县	ACC开
川A26LK5	2018-7-15 10:15:33	103.993246	30.488532	21046.8	47	东南	四川省成都市双流县[双黄路]距公兴乡138米	ACC开
川AP214Q	2018-7-15 08:24:14	105.846489	32.435159	57771.0	23	南	四川省广元市[G108]距广元市利州区东坝国税局9米	ACC开
川CRT203	2018-07-30 07:51:46	104.845618	28.127191	18585.9	12	西北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:29:53	104.684391	29.542223	812.3	68	西南	四川省内江市威远县[S207]距永乐小学371米	ACC开
川KHM773	2018-07-29 09:52:30	104.423996	29.455253	30299.8	7	南	四川省自贡市荣县[桂林街]距小师弟发廊19米	ACC开
川KKZ813	2018-07-29 15:28:19	104.659411	29.511112	1.7	35	东	四川省内江市威远县[杉树坳街南段]距大禾釉料88米	ACC开
川A12C6K	2018-7-15 07:38:45	104.010340	30.485056	8798.2	75	东	四川省成都市双流县	ACC开
川A26LK5	2018-7-15 10:16:33	104.002567	30.485758	21047.8	54	东	四川省成都市双流县	ACC开
川AP214Q	2018-7-15 08:24:44	105.846424	32.434671	57771.0	6	南	四川省广元市[G108]距广元市利州区东坝国税局9米	ACC开
川CRT203	2018-07-30 07:51:52	104.845614	28.127352	18585.9	10	东北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:30:24	104.680060	29.538907	812.9	35	西	四川省内江市威远县[S207]距巴贝利陶瓷公司259米	ACC开
川KHM773	2018-07-29 09:54:15	104.424439	29.454247	3395.6	6	西南	四川省自贡市荣县[桂林街]距荣州宾馆（荣县）20米	ACC开
川KKZ813	2018-07-29 15:28:49	104.664190	29.509783	2.1	68	东	四川省内江市威远县距华原复合材料公司378米	ACC开
川A12C6K	2018-7-15 07:40:45	104.026171	30.485498	8799.8	71	东	四川省成都市双流县	ACC开
川A26LK5	2018-7-15 10:17:33	104.012131	30.485046	21048.8	57	东	四川省成都市双流县	ACC开
川AP214Q	2018-7-15 08:25:11	105.846156	32.433441	57771.0	26	南	四川省广元市[G212]距名将．天赐酒店23米	ACC开
川CRT203	2018-07-30 07:52:14	104.846193	28.127718	18586.0	10	东北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:30:54	104.676074	29.539755	813.3	54	西	四川省内江市威远县距巴贝利陶瓷公司365米	ACC开
川KHM773	2018-07-29 09:57:15	104.424219	29.454080	3395.6	7	南	四川省自贡市荣县[桂林街]距荣州宾馆（荣县）20米	ACC开
川KKZ813	2018-07-29 15:29:19	104.669707	29.509982	2.7	61	东	四川省内江市威远县	ACC开
川A12C6K	2018-7-15 07:41:45	104.032443	30.484601	8800.7	25	西北	四川省成都市双流县	ACC开
川A26LK5	2018-7-15 10:18:33	104.022340	30.485304	21049.8	43	东	四川省成都市双流县	ACC开
川AP214Q	2018-7-15 08:25:41	105.845754	32.431819	57771.0	7	南	四川省广元市[G212]距名将．天赐酒店43米	ACC开
川CRT203	2018-07-30 07:52:29	104.846464	28.128038	18586.0	9	东	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:31:24	104.671522	29.539756	813.7	47	西	四川省内江市威远县	ACC开
川KHM773	2018-07-29 09:59:07	104.424009	29.454361	3395.6	7	北	四川省自贡市荣县[桂林街]距荣州宾馆（荣县）20米	ACC开
川KKZ813	2018-07-29 15:29:49	104.674981	29.510024	3.1	61	东	四川省内江市威远县	ACC开
川A12C6K	2018-7-15 07:42:45	104.033969	30.492174	8801.6	64	北	四川省成都市双流县	ACC开
川A26LK5	2018-7-15 10:19:33	104.029431	30.485381	21050.5	24	东	四川省成都市双流县	ACC开
川AP214Q	2018-7-15 08:26:11	105.845323	32.430354	57771.0	30	南	四川省广元市[G212]距利州逸景（广元）64米	ACC开
川CRT203	2018-07-30 07:52:48	104.847082	28.128255	18586.1	11	东北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:31:53	104.666427	29.539717	199.3	63	西	四川省内江市威远县距钟源粮油有限公司311米	ACC开
川KHM773	2018-07-29 09:59:35	104.424234	29.455120	3395.7	10	东北	四川省自贡市荣县[桂林街]距小师弟发廊19米	ACC开
川KKZ813	2018-07-29 15:30:19	104.680553	29.510432	3.7	72	东	四川省内江市威远县距春蕾实验学校421米	ACC开
川A12C6K	2018-7-15 07:43:45	104.035712	30.501437	8802.7	75	北	四川省成都市双流县距华阳鑫达肉类食品加工厂149米	ACC开
川A26LK5	2018-7-15 10:21:33	104.030674	30.480649	21051.2	50	南	四川省成都市双流县	ACC开
川AP214Q	2018-7-15 08:26:26	105.844845	32.429463	57771.0	31	西南	四川省广元市[G212]距利州逸景（广元）42米	ACC开
川CRT203	2018-07-30 07:53:14	104.847740	28.128831	18586.2	11	东	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:32:24	104.661716	29.539714	199.8	48	西	四川省内江市威远县距四川省威远县茶叶公司226米	ACC开
川KHM773	2018-07-29 09:59:48	104.424757	29.454939	3395.8	5	北	四川省自贡市荣县[桂林街]距中国移动桂林街营业厅40米	ACC开
川KKZ813	2018-07-29 15:30:49	104.684490	29.510958	4.1	44	东	四川省内江市威远县[威自路]距春蕾实验学校83米	ACC开
川A12C6K	2018-7-15 07:44:45	104.039084	30.510210	8803.7	55	北	四川省成都市双流县距阳光花园西区（双流）363米	ACC开
川A26LK5	2018-7-15 10:22:33	104.028957	30.475379	21051.8	28	南	四川省成都市双流县	ACC开
川AP214Q	2018-7-15 08:26:41	105.843375	32.428673	57771.0	38	西南	四川省广元市[G212]距利州逸景（广元）181米	ACC开
川CRT203	2018-07-30 07:53:22	104.847976	28.128884	18586.2	10	东北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:33:23	104.660551	29.539647	199.9	20	西	四川省内江市威远县距四川省威远县茶叶公司186米	ACC开
川KHM773	2018-07-29 09:59:59	104.424391	29.454524	3395.8	6	南	四川省自贡市荣县[桂林街]距小师弟发廊19米	ACC开
川KKZ813	2018-07-29 15:31:19	104.685604	29.515613	4.6	77	北	四川省内江市威远县	ACC开
川A12C6K	2018-7-15 07:45:45	104.044007	30.511474	8804.3	5	东	四川省成都市双流县[华阳大道]距阳光华庭（双流）51米	ACC开
川A26LK5	2018-7-15 10:23:33	104.028608	30.473053	21052.3	58	北	四川省成都市双流县	ACC开
川AP214Q	2018-7-15 08:27:05	105.841499	32.427814	57772.0	23	西北	四川省广元市[G212]距交通公寓（广元）86米	ACC开
川CRT203	2018-07-30 07:53:30	104.848191	28.129006	18586.2	13	东	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:33:53	104.656393	29.538622	200.3	53	西	四川省内江市威远县	ACC开
川KHM773	2018-07-29 10:00:29	104.424645	29.453655	3395.9	22	南	四川省自贡市荣县[桂林街]距高峰宾馆（荣县）43米	ACC开
川KKZ813	2018-07-29 15:31:49	104.685967	29.521010	5.2	74	北	四川省内江市威远县	ACC开
川A12C6K	2018-7-15 07:46:45	104.046407	30.511653	8804.6	32	东	四川省成都市双流县[华阳大道]距现代商务酒店129米	ACC开
川A26LK5	2018-7-15 10:24:33	104.030948	30.480081	21053.2	35	北	四川省成都市双流县	ACC开
川AP214Q	2018-7-15 08:27:11	105.841195	32.428043	57772.0	25	西北	四川省广元市[G212]距交通公寓（广元）86米	ACC开
川CRT203	2018-07-30 07:53:48	104.848744	28.129060	18586.3	10	东北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:34:16	104.653588	29.536701	200.6	55	西南	四川省内江市威远县	ACC开
川KHM773	2018-07-29 10:00:38	104.424715	29.453340	3396.0	12	东南	四川省自贡市荣县[大佛路]距高峰宾馆（荣县）88米	ACC开
川KKZ813	2018-07-29 15:32:19	104.685926	29.526610	5.8	44	北	四川省内江市威远县	ACC开
川A12C6K	2018-7-15 07:47:45	104.048741	30.511810	8804.8	35	东	四川省成都市双流县[华阳大道]距福源堂74米	ACC开
川A26LK5	2018-7-15 10:25:33	104.032912	30.487070	21054.0	48	北	四川省成都市双流县	ACC开
川AP214Q	2018-7-15 08:27:35	105.839913	32.429065	57772.0	21	西	四川省广元市[滨河北路]距交通公寓（广元）178米	ACC开
川CRT203	2018-07-30 07:54:11	104.849375	28.129556	18586.4	13	东	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:34:46	104.651979	29.532337	201.1	61	南	四川省内江市威远县距白鹤坝休闲园447米	ACC开
川KHM773	2018-07-29 10:01:08	104.424898	29.452804	3396.0	6	南	四川省自贡市荣县[大佛路]距高峰宾馆（荣县）88米	ACC开
川KKZ813	2018-07-29 15:32:49	104.685987	29.531251	6.3	29	北	四川省内江市威远县	ACC开
川A12C6K	2018-7-15 07:49:45	104.052902	30.511784	8805.2	5	东南	四川省成都市双流县[华阳大道二段]距向阳小区（双流）19米	ACC开
川A26LK5	2018-7-15 10:26:33	104.034170	30.494288	21054.8	70	北	四川省成都市双流县	ACC开
川AP214Q	2018-7-15 08:27:41	105.839524	32.428950	57772.0	25	西	四川省广元市[滨河北路]距交通公寓（广元）187米	ACC开
川CRT203	2018-07-30 07:54:24	104.849885	28.129637	18586.4	14	东北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:35:16	104.651819	29.528456	201.6	48	南	四川省内江市威远县	ACC开
川KHM773	2018-07-29 10:02:08	104.424940	29.452420	3396.1	8	东南	四川省自贡市荣县[大佛路]距高峰宾馆（荣县）88米	ACC开
川KKZ813	2018-07-29 15:33:19	104.685329	29.535271	6.8	64	西北	四川省内江市威远县	ACC开
川A12C6K	2018-7-15 07:50:45	104.052486	30.510190	8805.6	9	西南	四川省成都市双流县[向阳街]距中行华新中街分理处89米	ACC开
川A26LK5	2018-7-15 10:27:33	104.036144	30.503312	21055.9	58	北	四川省成都市双流县距华阳鑫达肉类食品加工厂130米	ACC开
川AP214Q	2018-7-15 08:28:11	105.838465	32.428613	57772.0	11	西南	四川省广元市[北京路]距广元市国税局138米	ACC开
川CRT203	2018-07-30 07:54:54	104.850784	28.130004	18586.5	9	东	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:35:46	104.651565	29.524264	202.0	53	南	四川省内江市威远县	ACC开
川KHM773	2018-07-29 10:02:11	104.425013	29.452371	3396.1	6	东北	四川省自贡市荣县[大佛路]距高峰宾馆（荣县）100米	ACC开
川KKZ813	2018-07-29 15:33:49	104.682642	29.537870	7.2	20	东北	四川省内江市威远县距巴贝利陶瓷公司403米	ACC开
川A12C6K	2018-7-15 08:01:54	104.047600	30.513334	8806.5	48	北	四川省成都市双流县[华阳大道]距现代商务酒店52米	ACC开
川A26LK5	2018-7-15 10:28:33	104.039558	30.512199	21057.0	75	北	四川省成都市双流县[华阳大道]距阳光花园西区（双流）133米	ACC开
川AP214Q	2018-7-15 08:28:41	105.836654	32.428023	57772.0	16	西	四川省广元市[北京路]距金龙小区（广元）47米	ACC开
川CRT203	2018-07-30 07:54:57	104.850842	28.130033	18586.5	8	东北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:36:02	104.651206	29.522552	202.2	37	西南	四川省内江市威远县	ACC开
川KHM773	2018-07-29 10:02:41	104.426151	29.452529	3396.2	31	东	四川省自贡市荣县[大佛路]距高峰宾馆（荣县）111米	ACC开
川KKZ813	2018-07-29 16:56:12	104.680977	29.538405	7.4	31	西北	四川省内江市威远县[S207]距巴贝利陶瓷公司268米	ACC开
川A12C6K	2018-7-15 08:02:54	104.046428	30.518864	8807.1	20	西北	四川省成都市双流县距华晶工艺玻璃制品厂352米	ACC开
川A26LK5	2018-7-15 10:29:33	104.042929	30.521888	21058.1	52	北	四川省成都市双流县距三利宅院．白云渡（双流）56米	ACC开
川AP214Q	2018-7-15 08:28:47	105.836463	32.428039	57772.0	11	西北	四川省广元市[北京路]距金龙小区（广元）47米	ACC开
川CRT203	2018-07-30 07:55:27	104.851507	28.130766	18586.6	11	东北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:36:32	104.645988	29.522229	202.7	62	西	四川省内江市威远县距四川任源食品有限公司69米	ACC开
川KHM773	2018-07-29 10:03:11	104.428769	29.453174	3396.4	26	东北	四川省自贡市荣县[大佛路]距高峰宾馆（荣县）376米	ACC开
川KKZ813	2018-07-29 16:57:42	104.680364	29.538799	7.5	18	西	四川省内江市威远县[S207]距巴贝利陶瓷公司259米	ACC开
川A12C6K	2018-7-15 08:03:54	104.043280	30.522651	8807.9	61	北	四川省成都市双流县距三利宅院．白云渡（双流）160米	ACC开
川A26LK5	2018-7-15 10:30:33	104.046067	30.530465	21059.2	42	北	四川省成都市双流县	ACC开
川AP214Q	2018-7-15 08:29:11	105.836051	32.428667	57772.0	8	西北	四川省广元市[天成路]距桂丰园（广元）69米	ACC开
川CRT203	2018-07-30 07:55:57	104.852023	28.131583	18586.7	12	东北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:37:01	104.641704	29.521816	203.2	34	西南	四川省内江市威远县距一和小学121米	ACC开
川KHM773	2018-07-29 10:03:41	104.430065	29.454704	3396.7	27	东北	四川省自贡市荣县[大佛路]距荣县地税局246米	ACC开
川KKZ813	2018-07-29 16:58:12	104.677592	29.539660	7.8	9	西	四川省内江市威远县距巴贝利陶瓷公司285米	ACC开
川A12C6K	2018-7-15 08:04:54	104.046545	30.534186	8809.3	72	北	四川省成都市双流县	ACC开
川A26LK5	2018-7-15 10:31:33	104.046488	30.536741	21059.9	59	北	四川省成都市双流县	ACC开
川AP214Q	2018-7-15 08:29:41	105.835817	32.429439	57772.0	8	北	四川省广元市[天成路]距桂丰园（广元）69米	ACC开
川CRT203	2018-07-30 07:56:27	104.852810	28.132384	18586.8	14	东北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:37:31	104.641120	29.519648	203.4	42	西南	四川省内江市威远县距一和小学329米	ACC开
川KHM773	2018-07-29 10:03:54	104.430968	29.455211	3396.8	27	东	四川省自贡市荣县[大佛路]距荣县地税局169米	ACC开
川KKZ813	2018-07-29 16:59:42	104.677663	29.539347	7.8	7	南	四川省内江市威远县距巴贝利陶瓷公司285米	ACC开
川A12C6K	2018-7-15 08:05:54	104.046358	30.544927	8810.6	72	北	四川省成都市双流县距百施特243米	ACC开
川A26LK5	2018-7-15 10:32:33	104.046375	30.544234	21060.8	42	北	四川省成都市双流县距百施特339米	ACC开
川AP214Q	2018-7-15 08:51:27	105.835460	32.429921	57772.0	14	西	四川省广元市[郑州路]距中国移动通信南河营业厅32米	ACC开
川CRT203	2018-07-30 07:57:27	104.853436	28.133625	18587.0	13	东北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:38:01	104.638637	29.518774	203.7	32	西	四川省内江市威远县距一和小学490米	ACC开
川KHM773	2018-07-29 10:04:23	104.432864	29.456549	3397.0	34	东北	四川省自贡市荣县[大佛路]距四川旭水集团88米	ACC开
川KKZ813	2018-07-29 17:05:12	104.678835	29.539482	7.9	29	东	四川省内江市威远县距巴贝利陶瓷公司234米	ACC开
川A12C6K	2018-7-15 08:06:54	104.046302	30.554100	8811.7	53	北	四川省成都市距四川省泰禾机械有限公司469米	ACC开
川A26LK5	2018-7-15 10:34:33	104.046379	30.557704	21062.1	43	北	四川省成都市	ACC开
川AP214Q	2018-7-15 08:51:33	105.835184	32.429859	57772.0	18	西	四川省广元市[郑州路]距中国移动通信南河营业厅32米	ACC开
川CRT203	2018-07-30 07:57:57	104.853836	28.134587	18587.1	13	北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:38:31	104.636717	29.517069	203.9	46	西南	四川省内江市威远县	ACC开
川KHM773	2018-07-29 10:04:53	104.433853	29.458136	3397.2	18	北	四川省自贡市荣县[大佛路]距四川旭水集团49米	ACC开
川KKZ813	2018-07-29 17:06:12	104.681871	29.537727	8.2	49	东南	四川省内江市威远县距巴贝利陶瓷公司359米	ACC开
川A12C6K	2018-7-15 08:07:54	104.046316	30.562132	8812.6	42	北	四川省成都市	ACC开
川A26LK5	2018-7-15 10:35:33	104.046289	30.564173	21062.8	33	北	四川省成都市	ACC开
川AP214Q	2018-7-15 08:52:03	105.833688	32.429476	57773.0	14	西	四川省广元市[西安路]距盐业宾馆42米	ACC开
川CRT203	2018-07-30 07:58:03	104.853828	28.134772	18587.1	12	西北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:39:10	104.631307	29.516351	204.5	42	西南	四川省内江市威远县	ACC开
川KHM773	2018-07-29 10:04:59	104.434114	29.458311	3397.2	22	东	四川省自贡市荣县[大佛路]距四川旭水集团49米	ACC开
川KKZ813	2018-07-29 17:06:42	104.685583	29.534420	8.8	64	南	四川省内江市威远县	ACC开
川A12C6K	2018-7-15 08:09:54	104.047170	30.568104	8813.4	43	东	四川省成都市[绕城高速公路]	ACC开
川A26LK5	2018-7-15 10:38:33	104.049471	30.568289	21063.6	44	东	四川省成都市[绕城高速公路]	ACC开
川AP214Q	2018-7-15 08:52:21	105.832964	32.429213	57773.0	7	西南	四川省广元市[西安路]距盐业宾馆42米	ACC开
川CRT203	2018-07-30 07:59:09	104.851764	28.135025	18587.3	14	西	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:39:35	104.629681	29.514111	204.8	38	西	四川省内江市威远县	ACC开
川KHM773	2018-07-29 10:05:29	104.436748	29.458194	3397.5	39	东	四川省自贡市荣县距荣县富东学校127米	ACC开
川KKZ813	2018-07-29 17:07:12	104.685743	29.531402	9.1	11	南	四川省内江市威远县	ACC开
川A12C6K	2018-7-15 08:10:54	104.060164	30.565732	8814.7	105	东	四川省成都市[绕城高速公路]	ACC开
川A26LK5	2018-7-15 10:39:33	104.052929	30.567382	21064.0	19	东	四川省成都市[绕城高速公路]	ACC开
川AP214Q	2018-7-15 08:52:27	105.833014	32.429052	57773.0	11	东南	四川省广元市[西安路]距盐业宾馆42米	ACC开
川CRT203	2018-07-30 07:59:39	104.850787	28.135230	18587.4	12	西	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:40:05	104.626934	29.514560	205.0	42	西	四川省内江市威远县	ACC开
川KHM773	2018-07-29 10:05:56	104.438750	29.458293	3397.7	11	东南	四川省自贡市荣县距荣县富东学校332米	ACC开
川KKZ813	2018-07-29 17:07:42	104.685746	29.527263	9.5	72	南	四川省内江市威远县	ACC开
川A12C6K	2018-7-15 08:11:54	104.077500	30.566008	8816.5	126	东	四川省成都市双流县[绕城高速公路]	ACC开
川A26LK5	2018-7-15 10:40:33	104.059148	30.565816	21064.6	56	东	四川省成都市[绕城高速公路]	ACC开
川AP214Q	2018-7-15 08:52:33	105.833113	32.428887	57773.0	10	东南	四川省广元市[西安路]距盐业宾馆42米	ACC开
川CRT203	2018-07-30 07:59:56	104.850300	28.135556	18587.5	14	北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:40:16	104.625909	29.513752	205.2	41	西南	四川省内江市威远县	ACC开
川KHM773	2018-07-29 10:06:26	104.439167	29.455398	3398.0	46	南	四川省自贡市荣县距荣县富东学校414米	ACC开
川KKZ813	2018-07-29 17:08:12	104.685791	29.521661	10.1	77	南	四川省内江市威远县	ACC开
川A12C6K	2018-7-15 08:12:54	104.095285	30.568605	8818.3	110	东	四川省成都市双流县[绕城高速公路]距恒达沙发厂185米	ACC开
川A26LK5	2018-7-15 10:41:33	104.066575	30.565582	21065.4	73	东	四川省成都市[绕城高速公路]	ACC开
川AP214Q	2018-7-15 08:53:03	105.833621	32.427659	57773.0	21	南	四川省广元市[西安路]距南河艺术幼儿园81米	ACC开
川CRT203	2018-07-30 08:00:12	104.850101	28.135942	18587.5	10	西	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:40:46	104.625140	29.511773	205.4	36	西南	四川省内江市威远县	ACC开
川KHM773	2018-07-29 10:06:56	104.438454	29.452886	3398.3	31	南	四川省自贡市荣县	ACC开
川KKZ813	2018-07-29 17:08:42	104.685483	29.516121	10.7	68	南	四川省内江市威远县距春蕾实验学校433米	ACC开
川A12C6K	2018-7-15 08:13:54	104.110466	30.567825	8819.8	79	东	四川省成都市双流县[绕城高速公路]距叁塔．栅栏344米	ACC开
川A26LK5	2018-7-15 10:42:33	104.077878	30.566013	21066.5	85	东	四川省成都市双流县[绕城高速公路]	ACC开
川AP214Q	2018-7-15 08:53:15	105.833829	32.427109	57773.0	17	西南	四川省广元市[北京路]距农村信用社南坝分社44米	ACC开
川CRT203	2018-07-30 08:00:22	104.849811	28.135932	18587.6	13	西南	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:41:16	104.623502	29.509845	205.7	37	西南	四川省内江市威远县	ACC开
川KHM773	2018-07-29 10:07:26	104.437707	29.449211	3398.7	52	南	四川省自贡市荣县	ACC开
川KKZ813	2018-07-29 17:09:12	104.684865	29.511303	11.4	49	南	四川省内江市威远县[威自路]距春蕾实验学校21米	ACC开
川A12C6K	2018-7-15 08:14:54	104.111621	30.571884	8820.7	56	北	四川省成都市距叁塔．栅栏279米	ACC开
川A26LK5	2018-7-15 10:43:33	104.089475	30.567897	21067.6	68	东	四川省成都市双流县[绕城高速公路]距金星幼儿园237米	ACC开
川AP214Q	2018-7-15 08:53:33	105.832645	32.426643	57773.0	28	西南	四川省广元市[广州路]距天成公寓（广元）47米	ACC开
川CRT203	2018-07-30 08:00:39	104.849297	28.135750	18587.6	12	西	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:41:37	104.621150	29.508995	205.9	38	西北	四川省内江市威远县	ACC开
川KHM773	2018-07-29 10:07:56	104.438684	29.445133	3399.2	55	东南	四川省自贡市荣县	ACC开
川KKZ813	2018-07-29 17:09:42	104.679481	29.510344	11.9	74	西	四川省内江市威远县	ACC开
川A12C6K	2018-7-15 08:15:54	104.110886	30.578581	8821.5	45	北	四川省成都市[琉大路]距民政部四川省民政厅特种证件指定印制企业150米	ACC开
川A26LK5	2018-7-15 10:44:33	104.098857	30.568675	21068.6	57	东	四川省成都市双流县[绕城高速公路]距成都鹰王家具有限公司227米	ACC开
川AP214Q	2018-7-15 08:54:03	105.831063	32.426219	57773.0	26	西	四川省广元市[北京路]距剑南公寓（广元）91米	ACC开
川CRT203	2018-07-30 08:01:09	104.848287	28.135780	18587.7	12	西	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:41:48	104.620096	29.509301	206.0	40	西南	四川省内江市威远县	ACC开
川KHM773	2018-07-29 10:08:18	104.440201	29.442984	3399.4	32	东	四川省自贡市荣县	ACC开
川KKZ813	2018-07-29 17:10:12	104.673917	29.510072	12.5	70	西	四川省内江市威远县	ACC开
川A12C6K	2018-7-15 08:18:54	104.109737	30.593006	8823.2	68	北	四川省成都市[皇经楼二街]距新华实验幼儿园239米	ACC开
川A26LK5	2018-7-15 10:45:33	104.108573	30.567946	21069.6	54	东	四川省成都市双流县[绕城高速公路]距叁塔．栅栏432米	ACC开
川AP214Q	2018-7-15 08:54:34	105.829291	32.425605	57773.0	22	西	四川省广元市[北京路]距世友快捷酒店13米	ACC开
川CRT203	2018-07-30 08:01:39	104.847084	28.136100	18587.8	15	西北	四川省宜宾市珙县	ACC开
川KEK317	2018-07-29 08:42:18	104.616840	29.508049	206.4	36	西南	四川省内江市威远县	ACC开
川KHM773	2018-07-29 10:08:48	104.444431	29.442282	3399.9	39	东	四川省自贡市荣县	ACC开
川KKZ813	2018-07-29 17:10:42	104.666632	29.510101	13.2	75	西	四川省内江市威远县	ACC开
